TN,TP,FN,FP,prog,complete,score,falseRate,numVars,numIfs,numLoops,numFuncs,numCalls,numFundTypes,numArrayTypes,numPointerTypes,numCompTypes,numThings,numLines,numLoads,numStores,numAddrSpaceCast,numAlloca,numAtomicCmpXchg,numAtomicRMW,numBitCast,numBranch,numCall,numCatchPad,numCatchReturn,numCatchSwitch,numCleanupPad,numCleanupReturn,numExtractElement,numExtractValue,numFCmp,numFence,numFPExt,numFPToSI,numFPToUI,numFPTrunc,numGetElementPtr,numICmp,numIndirectBr,numInsertElement,numInsertValue,numIntToPtr,numInvoke,numLandingPad,numLoad,numPHINode,numPtrToInt,numResume,numReturn,numSelect,numSExt,numShuffleVector,numSIToFP,numStore,numSwitch,numTrunc,numUIToFP,numUnreachable,numVAArg,numZExt,numDUMMY
0,0,0,0,82,0,0.0,NA,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
82,0,0,0,82,82,164.0,0.0,20,18,11,4,4,19,1,0,0,229,414,127,56,0,0,0,0,0,59,4,0,0,0,0,0,0,0,3,0,0,0,0,0,44,16,0,0,0,0,0,0,127,0,0,0,4,0,43,0,1,56,0,0,0,1,0,1,0
0,56,26,0,82,82,-776.0,31.7073170732,98,30,2,41,64,25,2,71,0,581,794,204,144,0,0,0,0,34,87,64,0,0,0,0,0,0,0,0,0,0,0,0,0,83,30,0,0,0,0,0,0,204,0,0,0,41,0,4,0,0,144,1,0,0,0,0,1,0
0,82,0,0,82,82,82.0,0.0,7,2400,1,3,64,7,0,0,0,6503,11927,2989,1040,0,0,0,0,0,2990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2989,0,0,0,3,0,0,0,0,1040,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,5,950,1,2,63,5,0,0,0,2268,3766,1018,230,0,0,0,0,0,1164,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,1018,0,0,0,2,0,0,0,0,230,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,15,5,1,4,8,5,0,10,0,85,110,29,24,0,0,0,0,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,87,67,1,33,721,82,2,3,0,2795,6064,1565,322,0,0,0,0,0,300,721,0,0,0,0,0,0,0,0,0,0,0,10,0,31,638,0,0,0,0,0,0,1565,0,0,0,33,0,516,0,0,322,40,291,22,1,0,1425,0
0,0,0,0,82,0,0.0,NA,8,5,2,2,2,6,0,2,0,58,90,27,14,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,27,0,0,0,2,0,7,0,0,14,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,15,11883,1,7,68,15,0,0,0,32861,57905,14451,6437,0,0,0,0,0,14855,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883,0,0,0,0,0,0,14451,0,0,0,7,0,0,0,0,6437,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,15,2,0,2,13,3,0,12,0,98,126,41,25,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,41,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0
0,60,0,0,82,60,60.0,0.0,11,6659,1,5,66,11,0,0,0,17454,29177,7554,3159,0,0,0,0,0,8091,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6659,0,0,0,0,0,0,7554,0,0,0,5,0,0,0,0,3159,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
0,41,14,0,82,55,-407.0,25.4545454545,3,1,1,1,1,3,0,0,0,13,17,3,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
0,41,14,0,82,55,-407.0,25.4545454545,4,7,1,1,4,4,0,0,0,35,53,12,7,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,10,5,1,2,7,6,0,4,0,69,104,29,16,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,29,2,0,0,2,0,7,0,0,16,0,0,0,0,0,5,0
0,16,0,0,82,16,16.0,0.0,17,4,0,7,21,6,0,10,1,108,174,36,23,0,0,0,0,5,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,0,0,0,0,0,0,36,0,0,0,7,0,0,0,0,23,0,0,0,1,0,6,0
0,0,0,0,82,0,0.0,NA,11,6659,1,5,66,11,0,0,0,17454,29177,7554,3159,0,0,0,0,0,8091,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6659,0,0,0,0,0,0,7554,0,0,0,5,0,0,0,0,3159,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,5,3066,1,2,63,5,0,0,0,7434,10932,3068,1230,0,0,0,0,0,3438,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066,0,0,0,0,0,0,3068,0,0,0,2,0,0,0,0,1230,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,5,950,1,2,63,5,0,0,0,2268,3766,1018,230,0,0,0,0,0,1164,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,1018,0,0,0,2,0,0,0,0,230,0,0,0,60,0,0,0
26,0,0,0,82,26,52.0,0.0,31,21,5,6,17,18,0,13,0,225,358,94,56,0,0,0,0,16,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0,0,0,0,0,0,94,5,0,0,6,2,0,0,0,56,1,0,0,1,0,17,0
0,82,0,0,82,82,82.0,0.0,7,2400,1,3,64,7,0,0,0,6503,11927,2989,1040,0,0,0,0,0,2990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2989,0,0,0,3,0,0,0,0,1040,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,9,4828,1,4,65,9,0,0,0,12891,21014,5326,2659,0,0,0,0,0,6140,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0,5326,0,0,0,4,0,0,0,0,2659,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,11,8954,1,5,66,11,0,0,0,21831,32409,8962,3833,0,0,0,0,0,10518,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954,0,0,0,0,0,0,8962,0,0,0,5,0,0,0,0,3833,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,8,6,4,2,2,7,1,0,0,56,100,24,14,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,24,0,0,0,2,0,8,0,0,14,0,0,0,1,0,1,0
0,82,0,0,82,82,82.0,0.0,9,52,0,7,24,9,0,0,0,307,563,128,87,0,0,0,0,0,137,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,128,5,0,0,7,0,76,0,0,87,0,22,0,1,0,17,0
0,76,0,0,82,76,76.0,0.0,7,3878,1,3,64,7,0,0,0,10424,19260,4852,1620,0,0,0,0,0,4760,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878,0,0,0,0,0,0,4852,0,0,0,3,0,0,0,0,1620,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,11,5,1,2,4,7,0,4,0,51,72,14,15,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,14,0,0,0,2,0,2,0,0,15,0,1,0,0,0,2,0
0,0,0,0,82,0,0.0,NA,68,62,1,28,425,63,2,3,0,1849,4032,1010,256,0,0,0,0,0,270,425,0,0,0,0,0,0,0,0,0,0,0,10,0,27,385,0,0,0,0,0,0,1010,0,0,0,28,0,18,0,0,256,34,264,22,1,0,1154,0
0,0,0,0,82,0,0.0,NA,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,14,7,3,3,6,11,1,2,0,85,133,30,25,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,30,0,0,0,3,0,6,0,0,25,0,1,0,1,0,0,0
0,0,0,0,82,0,0.0,NA,9,4828,1,4,65,9,0,0,0,12891,21014,5326,2659,0,0,0,0,0,6140,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0,5326,0,0,0,4,0,0,0,0,2659,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
43,0,0,0,82,43,86.0,0.0,7,5,1,1,4,4,0,3,0,44,63,18,9,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,7,3878,1,3,64,7,0,0,0,10424,19260,4852,1620,0,0,0,0,0,4760,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878,0,0,0,0,0,0,4852,0,0,0,3,0,0,0,0,1620,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,6,2,1,2,6,4,0,2,0,41,51,15,10,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,7,2400,1,3,64,7,0,0,0,6503,11927,2989,1040,0,0,0,0,0,2990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2989,0,0,0,3,0,0,0,0,1040,0,0,0,60,0,0,0
43,0,0,0,82,43,86.0,0.0,10,5,2,3,3,6,2,2,0,49,78,17,11,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,17,0,0,0,3,0,4,0,0,11,0,0,0,1,0,1,0
0,0,0,0,82,0,0.0,NA,19,17630,1,9,70,19,0,0,0,44009,65435,17646,8635,0,0,0,0,0,21366,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17630,0,0,0,0,0,0,17646,0,0,0,9,0,0,0,0,8635,0,0,0,60,0,0,0
0,41,14,0,82,55,-407.0,25.4545454545,4,1,1,1,3,4,0,0,0,22,28,6,7,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,7,2400,1,3,64,7,0,0,0,6503,11927,2989,1040,0,0,0,0,0,2990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2989,0,0,0,3,0,0,0,0,1040,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,15,11883,1,7,68,15,0,0,0,32861,57905,14451,6437,0,0,0,0,0,14855,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883,0,0,0,0,0,0,14451,0,0,0,7,0,0,0,0,6437,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,7,2284,1,3,64,7,0,0,0,5909,9865,2532,1019,0,0,0,0,0,2876,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,0,0,0,0,0,0,2532,0,0,0,3,0,0,0,0,1019,0,0,0,60,0,0,0
0,41,41,0,82,82,-1271.0,50.0,2,0,0,1,1,2,0,0,0,9,10,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
0,41,14,0,82,55,-407.0,25.4545454545,7,6,0,2,6,7,0,0,0,44,59,14,9,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,9,0,0,0,1,0,0,0
0,56,26,0,82,82,-776.0,31.7073170732,72,18,2,34,40,15,0,56,1,396,522,133,99,0,0,0,0,20,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,0,0,0,0,0,0,133,0,0,0,34,0,2,0,0,99,0,0,0,0,0,0,0
0,0,14,0,82,14,-448.0,100.0,4,1,1,1,1,4,0,0,0,18,24,4,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,9,4828,1,4,65,9,0,0,0,12891,21014,5326,2659,0,0,0,0,0,6140,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0,5326,0,0,0,4,0,0,0,0,2659,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,10,73,0,8,30,10,0,0,0,419,785,183,115,0,0,0,0,0,192,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,183,8,0,0,8,0,116,0,0,115,0,30,0,1,0,21,0
0,0,0,0,82,0,0.0,NA,7,1,0,2,24,7,0,0,0,52,63,11,7,0,0,0,0,0,2,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,7,0,0,0,1,0,3,0
0,0,0,0,82,0,0.0,NA,11,7821,1,5,66,11,0,0,0,20965,36666,9271,3791,0,0,0,0,0,9569,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7821,0,0,0,0,0,0,9271,0,0,0,5,0,0,0,0,3791,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,95,136559,1,47,108,95,0,0,0,336663,493506,136651,63203,0,0,0,0,0,156783,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136559,0,0,0,0,0,0,136651,0,0,0,47,0,0,0,0,63203,0,0,0,60,0,0,0
0,56,26,0,82,82,-776.0,31.7073170732,7,6,3,1,2,6,0,1,0,50,79,20,14,0,0,0,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,20,0,0,0,1,0,4,0,0,14,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,37,107,5,5,40,27,0,10,0,664,1269,311,164,0,0,0,0,6,368,40,0,0,0,0,0,0,0,0,0,0,0,0,0,197,106,0,0,0,0,0,0,311,0,11,0,5,0,2,0,0,164,0,2,0,1,0,0,0
0,0,0,0,82,0,0.0,NA,9,4828,1,4,65,9,0,0,0,12891,21014,5326,2659,0,0,0,0,0,6140,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0,5326,0,0,0,4,0,0,0,0,2659,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,28,89,5,4,37,19,0,9,0,570,1089,277,135,0,0,0,0,7,307,37,0,0,0,0,0,0,0,0,0,0,0,0,0,175,88,0,0,0,0,0,0,277,0,11,0,4,0,4,0,0,135,0,1,0,1,0,0,0
0,0,0,0,82,0,0.0,NA,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
40,0,0,0,82,40,80.0,0.0,79,40,7,10,23,56,1,21,1,410,659,150,108,0,0,0,0,6,105,23,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,0,0,0,0,0,0,150,1,0,0,10,0,7,0,0,108,1,11,0,2,0,44,0
0,82,0,0,82,82,82.0,0.0,7,2284,1,3,64,7,0,0,0,5909,9865,2532,1019,0,0,0,0,0,2876,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,0,0,0,0,0,0,2532,0,0,0,3,0,0,0,0,1019,0,0,0,60,0,0,0
0,53,0,0,82,53,53.0,0.0,11,7821,1,5,66,11,0,0,0,20965,36666,9271,3791,0,0,0,0,0,9569,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7821,0,0,0,0,0,0,9271,0,0,0,5,0,0,0,0,3791,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,5,950,1,2,63,5,0,0,0,2268,3766,1018,230,0,0,0,0,0,1164,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,1018,0,0,0,2,0,0,0,0,230,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,6,6,2,1,2,5,0,1,0,48,78,21,12,0,0,0,0,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,21,1,0,0,1,0,5,0,0,12,0,0,0,0,0,0,0
0,0,35,0,82,35,-1120.0,100.0,17,16,4,5,43,10,0,7,0,182,245,66,35,0,0,0,0,2,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,66,0,0,0,5,0,4,0,0,35,0,0,0,10,0,2,0
0,0,0,0,82,0,0.0,NA,69,44,1,28,130,64,2,3,0,927,1443,348,308,0,0,0,0,0,107,130,0,0,0,0,0,0,0,0,0,0,0,10,0,27,71,0,0,0,0,0,0,348,0,0,0,28,0,18,0,0,308,5,15,22,1,0,222,0
0,0,0,0,82,0,0.0,NA,11,4,1,2,3,5,0,6,0,57,80,19,18,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,19,0,0,0,2,0,5,0,0,18,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,95,136559,1,47,108,95,0,0,0,336663,493506,136651,63203,0,0,0,0,0,156783,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136559,0,0,0,0,0,0,136651,0,0,0,47,0,0,0,0,63203,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,7,2400,1,3,64,7,0,0,0,6503,11927,2989,1040,0,0,0,0,0,2990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2989,0,0,0,3,0,0,0,0,1040,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,13,6,2,2,3,6,0,7,0,74,112,30,20,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,30,1,0,0,2,0,10,0,0,20,0,1,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,95,136559,1,47,108,95,0,0,0,336663,493506,136651,63203,0,0,0,0,0,156783,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136559,0,0,0,0,0,0,136651,0,0,0,47,0,0,0,0,63203,0,0,0,60,0,0,0
0,41,14,0,82,55,-407.0,25.4545454545,3,1,1,1,2,3,0,0,0,16,22,4,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,7,2400,1,3,64,7,0,0,0,6503,11927,2989,1040,0,0,0,0,0,2990,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2989,0,0,0,3,0,0,0,0,1040,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,5,950,1,2,63,5,0,0,0,2268,3766,1018,230,0,0,0,0,0,1164,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,1018,0,0,0,2,0,0,0,0,230,0,0,0,60,0,0,0
26,0,0,0,82,26,52.0,0.0,28,11,10,13,31,4,0,24,0,220,298,88,49,0,0,0,0,18,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0,88,0,0,0,13,0,0,0,0,49,0,0,0,1,0,1,0
0,0,0,0,82,0,0.0,NA,153,293683,1,76,137,153,0,0,0,750391,1080808,293833,162509,0,0,0,0,0,330357,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293683,0,0,0,0,0,0,293833,0,0,0,76,0,0,0,0,162509,0,0,0,60,0,0,0
0,56,26,0,82,82,-776.0,31.7073170732,31,21,10,13,37,9,0,22,0,244,335,95,47,0,0,0,0,12,51,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,95,0,0,0,13,0,0,0,0,47,0,0,0,1,0,2,0
0,53,0,0,82,53,53.0,0.0,11,7821,1,5,66,11,0,0,0,20965,36666,9271,3791,0,0,0,0,0,9569,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7821,0,0,0,0,0,0,9271,0,0,0,5,0,0,0,0,3791,0,0,0,60,0,0,0
0,0,82,0,82,82,-2624.0,100.0,10,2,1,4,5,3,0,7,0,56,71,19,16,0,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,153,293683,1,76,137,153,0,0,0,750391,1080808,293833,162509,0,0,0,0,0,330357,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293683,0,0,0,0,0,0,293833,0,0,0,76,0,0,0,0,162509,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,5,10,9,2,2,4,1,0,0,76,136,29,28,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,29,0,0,0,2,0,9,0,0,28,0,0,0,1,0,1,0
0,0,0,0,82,0,0.0,NA,16,10,4,5,7,15,0,1,0,102,152,36,28,0,0,0,0,0,27,7,0,0,0,0,0,0,0,8,0,3,0,0,0,0,4,0,0,0,0,0,0,36,2,0,0,5,0,0,0,0,28,0,0,0,1,0,2,0
0,0,0,0,82,0,0.0,NA,7,2284,1,3,64,7,0,0,0,5909,9865,2532,1019,0,0,0,0,0,2876,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,0,0,0,0,0,0,2532,0,0,0,3,0,0,0,0,1019,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,15,11883,1,7,68,15,0,0,0,32861,57905,14451,6437,0,0,0,0,0,14855,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883,0,0,0,0,0,0,14451,0,0,0,7,0,0,0,0,6437,0,0,0,60,0,0,0
82,0,0,0,82,82,164.0,0.0,5,3,0,2,4,5,0,0,0,28,39,7,7,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0
0,47,0,0,82,47,47.0,0.0,15,11883,1,7,68,15,0,0,0,32861,57905,14451,6437,0,0,0,0,0,14855,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883,0,0,0,0,0,0,14451,0,0,0,7,0,0,0,0,6437,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,12,7,1,3,5,12,0,0,0,88,141,41,20,0,0,0,0,0,16,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,41,4,0,0,3,0,0,0,0,20,0,0,0,1,0,4,0
0,0,0,0,82,0,0.0,NA,153,293683,1,76,137,153,0,0,0,750391,1080808,293833,162509,0,0,0,0,0,330357,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293683,0,0,0,0,0,0,293833,0,0,0,76,0,0,0,0,162509,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,167,261796,1,83,144,167,0,0,0,669599,972374,261960,145449,0,0,0,0,0,302715,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261796,0,0,0,0,0,0,261960,0,0,0,83,0,0,0,0,145449,0,0,0,60,0,0,0
0,82,0,0,82,82,82.0,0.0,8,5,2,2,5,4,1,3,0,54,92,21,13,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,21,0,0,0,2,0,6,0,0,13,0,0,0,1,0,1,0
0,0,0,0,82,0,0.0,NA,3,10,0,1,8,3,0,0,0,34,47,9,3,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,82,0,0.0,NA,5,1655,1,2,63,5,0,0,0,4100,6970,1851,524,0,0,0,0,0,1991,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,0,0,0,1851,0,0,0,2,0,0,0,0,524,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,90,69,1,34,750,85,2,3,0,2893,6202,1596,354,0,0,0,0,0,308,750,0,0,0,0,0,0,0,0,0,0,0,10,0,31,639,0,0,0,0,0,0,1596,0,0,0,34,0,516,0,0,354,41,320,22,1,0,1428,0
0,56,26,0,82,82,-776.0,31.7073170732,31,21,10,13,35,9,0,22,0,240,331,93,47,0,0,0,0,12,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,93,0,0,0,13,0,0,0,0,47,0,0,0,1,0,2,0
0,81,0,0,82,81,81.0,0.0,37,107,5,5,40,27,0,10,0,664,1269,311,164,0,0,0,0,6,368,40,0,0,0,0,0,0,0,0,0,0,0,0,0,197,106,0,0,0,0,0,0,311,0,11,0,5,0,2,0,0,164,0,2,0,1,0,0,0
0,0,0,0,82,0,0.0,NA,13,15926,1,6,67,13,0,0,0,39893,58021,15936,7945,0,0,0,0,0,18068,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926,0,0,0,0,0,0,15936,0,0,0,6,0,0,0,0,7945,0,0,0,60,0,0,0
0,0,0,0,82,0,0.0,NA,19,17630,1,9,70,19,0,0,0,44009,65435,17646,8635,0,0,0,0,0,21366,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17630,0,0,0,0,0,0,17646,0,0,0,9,0,0,0,0,8635,0,0,0,60,0,0,0
26,0,0,0,82,26,52.0,0.0,24,8,4,13,22,4,0,19,1,163,218,57,39,0,0,0,0,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,57,0,0,0,13,0,0,0,0,39,0,0,0,1,0,1,0
